gameId,championId,point
3023521391,202,17131.0
3023521391,113,5815.0
3023473590,25,68408.0
3023473590,145,58623.0
3023473590,122,52626.0
3023473590,157,122788.0
3023473590,64,80596.0
3023473590,2,20938.0
3023473590,555,222.0
3023473590,222,3918.0
3023473590,99,55604.0
3023473590,141,78881.0
3022221020,117,25215.0
3022221020,113,38193.0
3022221020,58,27844.0
3022221020,6,88557.0
3022221020,145,92999.0
3022221020,89,335098.0
3022221020,21,417790.0
3022221020,150,8716.0
3022221020,421,3334.0
3022221020,8,47060.0
3021755653,14,8906.0
3021755653,99,23275.0
3021755653,33,34233.0
3021755653,39,27730.0
3021755653,222,67994.0
3021755653,59,45464.0
3021755653,29,7775.0
3021755653,157,59411.0
3021755653,120,14854.0
3021755653,89,44274.0
3021299807,12,12653.0
3021299807,106,58708.0
3021299807,18,20027.0
3021299807,98,34792.0
3021299807,238,44043.0
3021299807,122,165761.0
3021299807,15,34212.0
3021299807,63,21596.0
3021299807,99,26416.0
3021299807,113,17456.0
3020279599,122,492756.0
3020279599,25,168833.0
3020279599,22,131148.0
3020279599,106,62828.0
3020279599,1,11015.0
3020279599,81,182557.0
3020279599,56,211001.0
3020279599,238,44043.0
3020279599,517,18336.0
3020279599,28,13421.0
3020153180,10,19536.0
3020153180,72,4774.0
3020153180,21,543006.0
3020153180,555,5290.0
3020153180,157,342047.0
3020153180,110,17061.0
3020153180,89,119437.0
3020153180,75,53881.0
3020153180,517,11392.0
3020153180,64,80596.0
3019753949,25,8594.0
3019753949,24,2071.0
3019753949,12,6792.0
3019753949,28,15504.0
3019753949,119,54637.0
3019753949,64,80596.0
3019753949,31,1596.0
3019753949,105,1223.0
3019753949,21,23278.0
3019753949,267,10071.0
3019303551,75,17842.0
3019303551,60,17512.0
3019303551,89,5452.0
3019303551,238,44043.0
3019303551,119,229502.0
3019303551,80,22819.0
3019303551,44,45296.0
3019303551,22,43937.0
3019303551,14,218000.0
3019303551,1,12799.0
3024090900,67,16307.0
3024090900,141,118315.0
3024090900,103,178570.0
3024090900,117,144136.0
3024090900,92,214320.0
3024090900,13,5981.0
3024090900,37,57428.0
3024090900,114,23604.0
3024090900,222,88038.0
3024090900,20,26028.0
3023887565,84,9706.0
3023887565,6,16884.0
3023887565,25,13823.0
3023887565,222,68069.0
3023887565,150,12151.0
3023887565,32,43707.0
3023887565,267,139681.0
3023887565,15,46042.0
3023887565,14,174542.0
3023887565,101,64290.0
3023849174,412,482761.0
3023849174,68,4136.0
3023849174,122,1072.0
3023849174,76,3646.0
3023849174,222,68244.0
3023849174,59,20132.0
3023849174,238,619825.0
3023849174,84,2545.0
3023849174,236,88043.0
3023849174,201,15246.0
3023474520,142,10058.0
3023474520,236,4603.0
3023474520,3,13829.0
3023474520,141,38440.0
3023474520,27,90745.0
3023474520,51,454149.0
3023474520,53,41089.0
3023474520,84,9706.0
3023474520,32,493172.0
3023474520,85,27117.0
3021361576,105,1875.0
3021361576,11,171122.0
3021361576,53,41089.0
3021361576,145,2085.0
3021361576,57,26588.0
3021361576,90,84285.0
3021361576,19,5188.0
3021361576,202,543204.0
3021361576,555,133047.0
3021361576,31,519638.0
3021316330,67,6787.0
3021316330,111,31609.0
3021316330,113,2101.0
3021316330,24,68868.0
3021316330,3,26934.0
3021316330,420,39558.0
3021316330,80,24598.0
3021316330,53,41089.0
3021316330,81,12067.0
3021316330,4,25647.0
3021086861,141,122090.0
3021086861,110,45570.0
3021086861,267,17714.0
3021086861,42,145.0
3021086861,80,249056.0
3021086861,62,8315.0
3021086861,268,25660.0
3021086861,20,50612.0
3021086861,202,27135.0
3021086861,53,70165.0
3021019570,122,10382.0
3021019570,254,13887.0
3021019570,51,8160.0
3021019570,25,12677.0
3021019570,142,14088.0
3021019570,412,632462.0
3021019570,81,143321.0
3021019570,62,8315.0
3021019570,84,9706.0
3021019570,64,97081.0
3021008228,107,465974.0
3021008228,21,12300.0
3021008228,63,28271.0
3021008228,85,3712.0
3021008228,39,7887.0
3021008228,40,4524.0
3021008228,127,29680.0
3021008228,80,5241.0
3021008228,113,643178.0
3021008228,222,54746.0
3020980273,222,114546.0
3020980273,63,12769.0
3020980273,39,97072.0
3020980273,121,302856.0
3020980273,99,49840.0
3020980273,40,194767.0
3020980273,67,79556.0
3020980273,19,1737.0
3020980273,142,24369.0
3020980273,517,11946.0
3020916073,421,2176.0
3020916073,236,16053.0
3020916073,13,5981.0
3020916073,36,7093.0
3020916073,99,12034.0
3020916073,6,2397.0
3020916073,120,17122.0
3020916073,29,16381.0
3020916073,267,314493.0
3020916073,161,75196.0
3024081656,51,184949.0
3024081656,91,6603.0
3024081656,113,5462.0
3024081656,16,402092.0
3024081656,6,18138.0
3024081656,145,38849.0
3024081656,267,44429.0
3024081656,84,3926.0
3024081656,80,39566.0
3024081656,90,82299.0
3023997140,145,223447.0
3023997140,31,5637.0
3023997140,25,4660.0
3023997140,11,93805.0
3023997140,38,106111.0
3023997140,79,8181.0
3023997140,412,22263.0
3023997140,67,62149.0
3023997140,238,179722.0
3023997140,13,13287.0
3023958735,84,214075.0
3023958735,67,23676.0
3023958735,222,89157.0
3023958735,412,28757.0
3023958735,427,4797.0
3023958735,22,29133.0
3023958735,238,179722.0
3023958735,16,566604.0
3023958735,14,293609.0
3023958735,113,1132.0
3023459922,223,55815.0
3023459922,22,21511.0
3023459922,111,12023.0
3023459922,84,448.0
3023459922,19,28926.0
3023459922,11,2592078.0
3023459922,67,63487.0
3023459922,105,111890.0
3023459922,202,34325.0
3023459922,412,63774.0
3023431456,141,517418.0
3023431456,99,936993.0
3023431456,202,34325.0
3023431456,412,63774.0
3023431456,150,35109.0
3023431456,81,193286.0
3023431456,5,234599.0
3023431456,131,1078743.0
3023431456,102,22983.0
3023431456,267,37246.0
3023392986,141,92114.0
3023392986,518,21953.0
3023392986,37,6817.0
3023392986,50,58354.0
3023392986,39,6657.0
3023392986,145,37681.0
3023392986,20,64059.0
3023392986,45,45593.0
3023392986,10,9636.0
3023392986,117,77649.0
3023374229,518,21953.0
3023374229,53,39941.0
3023374229,163,191310.0
3023374229,23,26213.0
3023374229,141,4877.0
3023374229,15,87405.0
3023374229,99,33543.0
3023374229,11,99438.0
3023374229,122,138993.0
3023374229,37,223097.0
3023293026,99,63412.0
3023293026,7,42876.0
3023293026,23,13414.0
3023293026,51,41038.0
3023293026,28,13751.0
3023293026,81,36785.0
3023293026,63,25319.0
3023293026,142,12325.0
3023293026,141,22263.0
3023293026,75,28002.0
3023250444,84,7550.0
3023250444,11,9664.0
3023250444,131,149032.0
3023250444,267,448105.0
3023250444,22,16634.0
3023250444,77,466361.0
3023250444,222,45639.0
3023250444,53,39941.0
3023250444,8,38975.0
3023250444,79,323932.0
3023204642,120,7083.0
3023204642,145,23784.0
3023204642,412,63774.0
3023204642,84,29286.0
3023204642,421,5584.0
3023204642,103,116089.0
3023204642,24,8870.0
3023204642,22,1435168.0
3023204642,143,12972.0
3023204642,19,511465.0
3023151630,67,70326.0
3023151630,113,4018.0
3023151630,16,7195.0
3023151630,39,23349.0
3023151630,202,162689.0
3023151630,238,15521.0
3023151630,75,106498.0
3023151630,19,127770.0
3023151630,145,23784.0
3023151630,412,63774.0
3023089119,8,15616.0
3023089119,99,32418.0
3023089119,120,13734.0
3023089119,222,75726.0
3023089119,84,6770.0
3023089119,29,14476.0
3023089119,115,47154.0
3023089119,63,25319.0
3023089119,91,6338.0
3023089119,62,33279.0
3022475334,518,4681.0
3022475334,202,19763.0
3022475334,101,28869.0
3022475334,36,101315.0
3022475334,59,1869.0
3022475334,122,6086.0
3022475334,254,64030.0
3022475334,51,21024.0
3022475334,84,18255.0
3022475334,63,25319.0
3022364704,202,13123.0
3022364704,10,7941.0
3022364704,134,23285.0
3022364704,113,134346.0
3022364704,555,23147.0
3022364704,120,34837.0
3022364704,245,164137.0
3022364704,63,25319.0
3022364704,51,64065.0
3022364704,141,7885.0
3022271410,412,44067.0
3022271410,30,66053.0
3022271410,145,8135.0
3022271410,106,10149.0
3022271410,120,4420.0
3022271410,68,63385.0
3022271410,92,60889.0
3022271410,67,91065.0
3022271410,99,175911.0
3022271410,121,9370.0
3022157604,11,359048.0
3022157604,21,74415.0
3022157604,91,207367.0
3022157604,50,12134.0
3022157604,63,25319.0
3022157604,84,19636.0
3022157604,25,35013.0
3022157604,145,14759.0
3022157604,33,4226.0
3022157604,58,27275.0
3022170443,143,178779.0
3022170443,107,40586.0
3022170443,17,6591.0
3022170443,145,23784.0
3022170443,25,38086.0
3022170443,1,565657.0
3022170443,67,211171.0
3022170443,62,1103609.0
3022170443,76,35752.0
3022170443,223,66130.0
3021230088,222,45639.0
3021230088,63,32622.0
3021230088,157,101337.0
3021230088,36,47154.0
3021230088,75,224579.0
3021230088,412,151482.0
3021230088,67,219366.0
3021230088,14,11948.0
3021230088,421,4678.0
3021230088,245,35639.0
3021201061,16,30215.0
3021201061,84,3926.0
3021201061,29,70208.0
3021201061,238,65933.0
3021201061,59,14653.0
3021201061,110,109261.0
3021201061,28,89310.0
3021201061,86,7687.0
3021201061,99,787864.0
3021201061,30,8558.0
3021109189,45,60801.0
3021109189,15,13081.0
3021109189,8,14603.0
3021109189,11,194085.0
3021109189,202,9171.0
3021109189,84,24708.0
3021109189,412,66538.0
3021109189,32,16060.0
3021109189,82,57232.0
3021109189,21,48581.0
3021019953,8,7101.0
3021019953,25,7121.0
3021019953,67,116314.0
3021019953,141,6823.0
3021019953,202,3686.0
3021019953,62,207462.0
3021019953,26,1923.0
3021019953,21,66773.0
3021019953,10,34403.0
3021019953,84,74897.0
3020993450,157,241648.0
3020993450,85,6900.0
3020993450,120,11766.0
3020993450,267,268424.0
3020993450,81,18443.0
3020993450,92,13056.0
3020993450,266,8479.0
3020993450,75,36194.0
3020993450,421,7230.0
3020993450,268,9345.0
3019625158,103,4223.0
3019625158,51,40771.0
3019625158,17,93035.0
3019625158,104,1271.0
3019625158,201,6099.0
3019625158,18,52115.0
3019625158,6,9346.0
3019625158,268,9345.0
3019625158,107,29323.0
3019625158,223,20535.0
3022575981,114,164885.0
3022575981,81,14186.0
3022575981,19,509941.0
3022575981,517,17312.0
3022575981,117,12216.0
3022575981,77,8562.0
3022575981,25,8064.0
3022575981,122,47415.0
3022575981,84,1907.0
3022575981,236,41878.0
3022489143,84,1907.0
3022489143,72,122999.0
3022489143,98,62888.0
3022489143,53,14137.0
3022489143,18,3075.0
3022489143,29,164955.0
3022489143,11,416661.0
3022489143,122,325118.0
3022489143,37,176743.0
3022489143,103,12897.0
3022246332,150,80259.0
3022246332,13,13256.0
3022246332,202,75232.0
3022246332,25,191711.0
3022246332,23,1381.0
3022246332,75,93366.0
3022246332,101,16659.0
3022246332,518,658.0
3022246332,99,211835.0
3022246332,56,3922.0
3023932312,32,11096.0
3023932312,157,173376.0
3023932312,223,55530.0
3023932312,81,108140.0
3023932312,25,7951.0
3023932312,101,14417.0
3023932312,64,39422.0
3023932312,22,52966.0
3023932312,39,97606.0
3023932312,10,13486.0
3022447266,143,111877.0
3022447266,157,173996.0
3022447266,67,16135.0
3022447266,24,18833.0
3022447266,10,8327.0
3022447266,145,10120.0
3022447266,37,46299.0
3022447266,164,329.0
3022447266,99,669213.0
3022447266,92,10337.0
3021794772,15,40365.0
3021794772,517,5985.0
3021794772,120,59479.0
3021794772,58,326932.0
3021794772,555,35471.0
3021794772,24,20628.0
3021794772,117,42404.0
3021794772,516,19454.0
3021794772,238,37023.0
3021794772,119,236210.0
3021175516,89,407282.0
3021175516,145,36700.0
3021175516,24,355361.0
3021175516,33,129314.0
3021175516,68,307137.0
3021175516,103,45759.0
3021175516,32,8180.0
3021175516,81,34042.0
3021175516,516,19454.0
3021175516,16,990998.0
3020990349,80,40683.0
3020990349,81,159892.0
3020990349,44,8423.0
3020990349,518,13398.0
3020990349,141,165174.0
3020990349,516,19454.0
3020990349,267,101395.0
3020990349,74,23201.0
3020990349,202,37036.0
3020990349,254,45452.0
3019948997,59,9846.0
3019948997,222,42470.0
3019948997,84,8682.0
3019948997,36,20067.0
3019948997,518,12279.0
3019948997,99,34447.0
3019948997,45,69247.0
3019948997,421,19551.0
3019948997,516,11793.0
3019948997,29,8391.0
3021801451,238,5652.0
3021801451,113,7449.0
3021801451,67,110387.0
3021801451,85,5483.0
3021801451,26,51118.0
3021801451,143,55240.0
3021801451,245,1260.0
3021801451,98,90651.0
3021801451,22,39577.0
3021801451,157,675942.0
3021752592,37,2239.0
3021752592,18,121438.0
3021752592,120,9760.0
3021752592,112,50361.0
3021752592,85,6642.0
3021752592,25,73206.0
3021752592,157,675942.0
3021752592,84,24855.0
3021752592,222,248946.0
3021752592,30,91711.0
3021334994,14,1371562.0
3021334994,24,18930.0
3021334994,79,3467.0
3021334994,42,16989.0
3021334994,110,19263.0
3021334994,64,25641.0
3021334994,240,123468.0
3021334994,161,799038.0
3021334994,145,4455.0
3021334994,555,81897.0
3021047637,203,75540.0
3021047637,157,675942.0
3021047637,15,6539.0
3021047637,62,260546.0
3021047637,518,29801.0
3021047637,90,37346.0
3021047637,223,27864.0
3021047637,81,7139.0
3021047637,98,37017.0
3021047637,121,34038.0
3020026275,20,25691.0
3020026275,120,77809.0
3020026275,45,17419.0
3020026275,202,99963.0
3020026275,266,8062.0
3020026275,15,14656.0
3020026275,60,157192.0
3020026275,103,124625.0
3020026275,161,271240.0
3020026275,36,16272.0
3019948723,25,58756.0
3019948723,421,5287.0
3019948723,81,47711.0
3019948723,13,29797.0
3019948723,38,71229.0
3019948723,53,39300.0
3019948723,107,46231.0
3019948723,21,863358.0
3019948723,34,90085.0
3019948723,39,19381.0
3019942339,10,2955.0
3019942339,89,9182.0
3019942339,77,26816.0
3019942339,51,51199.0
3019942339,103,30159.0
3019942339,222,1969.0
3019942339,40,104684.0
3019942339,59,4997.0
3019942339,34,90085.0
3019942339,39,19381.0
3019917644,11,274229.0
3019917644,77,1062.0
3019917644,26,259681.0
3019917644,18,127886.0
3019917644,103,124625.0
3019917644,92,120523.0
3019917644,9,51361.0
3019917644,81,56136.0
3019917644,5,66911.0
3019917644,84,401325.0
3024228256,90,69143.0
3024228256,236,28848.0
3024228256,86,3247.0
3024228256,62,11540.0
3024228256,12,3494.0
3024228256,427,18098.0
3024228256,120,22108.0
3024228256,22,21631.0
3024228256,517,14102.0
3024228256,103,11557.0
3024222846,62,5528.0
3024222846,56,11155.0
3024222846,25,77684.0
3024222846,51,24978.0
3024222846,111,11131.0
3024222846,41,155444.0
3024222846,120,62309.0
3024222846,201,104005.0
3024222846,236,250714.0
3024222846,61,34862.0
3021789995,59,33236.0
3021789995,3,8178.0
3021789995,43,1802.0
3021789995,24,74411.0
3021789995,67,53787.0
3021789995,517,991.0
3021789995,92,194557.0
3021789995,114,170915.0
3021789995,25,14567.0
3021789995,15,1079.0
3021227475,117,5444.0
3021227475,18,80068.0
3021227475,121,43040.0
3021227475,23,28343.0
3021227475,45,13268.0
3021227475,134,15677.0
3021227475,57,6724.0
3021227475,2,14483.0
3021227475,412,428008.0
3021227475,51,24978.0
3021076122,236,62053.0
3021076122,53,48424.0
3021076122,42,7232.0
3021076122,24,77436.0
3021076122,112,112155.0
3021076122,99,182082.0
3021076122,107,43071.0
3021076122,161,14933.0
3021076122,84,1640.0
3021076122,67,53787.0
3021062724,102,109640.0
3021062724,421,6201.0
3021062724,55,334055.0
3021062724,111,158713.0
3021062724,67,53787.0
3021062724,412,137344.0
3021062724,119,855.0
3021062724,13,18367.0
3021062724,157,98743.0
3021062724,254,3410.0
3020165069,32,1460.0
3020165069,112,192393.0
3020165069,222,429580.0
3020165069,25,560605.0
3020165069,122,5648.0
3020165069,98,21669.0
3020165069,238,2828.0
3020165069,81,53759.0
3020165069,99,100075.0
3020165069,59,14490.0
3020128474,76,95989.0
3020128474,23,11268.0
3020128474,238,1802.0
3020128474,555,8402.0
3020128474,99,143578.0
3020128474,267,52452.0
3020128474,22,42741.0
3020128474,80,44215.0
3020128474,142,36552.0
3020128474,54,62011.0
3020076635,67,53787.0
3020076635,6,61470.0
3020076635,238,4084.0
3020076635,102,26791.0
3020076635,16,327667.0
3020076635,143,587150.0
3020076635,42,24511.0
3020076635,36,7839.0
3020076635,59,259874.0
3020076635,22,11796.0
3019965669,120,205305.0
3019965669,12,3078.0
3019965669,103,49241.0
3019965669,39,30485.0
3019965669,29,32314.0
3019965669,122,83069.0
3019965669,11,28665.0
3019965669,67,16728.0
3019965669,117,214401.0
3019965669,84,337409.0
3019508883,64,10871.0
3019508883,67,53787.0
3019508883,8,48007.0
3019508883,44,337832.0
3019508883,7,37531.0
3019508883,24,219036.0
3019508883,13,5135.0
3019508883,99,161448.0
3019508883,22,44517.0
3019508883,245,50166.0
3022665341,157,216403.0
3022665341,59,36796.0
3022665341,9,201530.0
3022665341,236,37566.0
3022665341,99,83050.0
3022665341,33,127691.0
3022665341,41,283101.0
3022665341,37,85033.0
3022665341,134,20856.0
3022665341,44,38797.0
3021697601,412,168380.0
3021697601,32,5478.0
3021697601,222,28086.0
3021697601,420,11773.0
3021697601,55,327609.0
3021697601,238,7673.0
3021697601,81,78176.0
3021697601,99,36395.0
3021697601,30,42861.0
3021697601,24,29591.0
3021352168,412,53939.0
3021352168,45,53325.0
3021352168,121,8817.0
3021352168,203,7219.0
3021352168,24,9925.0
3021352168,119,93847.0
3021352168,3,71081.0
3021352168,43,335426.0
3021352168,6,61982.0
3021352168,141,73994.0
3019708528,19,11309.0
3019708528,236,13380.0
3019708528,74,7877.0
3019708528,203,21864.0
3019708528,89,21606.0
3019708528,99,82545.0
3019708528,24,70649.0
3019708528,143,18576.0
3019708528,119,243275.0
3019708528,120,5459.0
3023651723,24,44939.0
3023651723,222,215836.0
3023651723,38,3128.0
